a        阿呵啊嗬
tà       拓沓挞狧闼粏崉涾傝嗒搨遝遢阘榻毾漯禢撻澾誻踏鞈嚃橽錔嚺濌蹋鞜鎉鎑闒蹹鞳闟闥譶躢
tǎ       塔溚墖獭鮙鳎獺鰨
tā       他它她牠祂趿铊塌榙溻鉈禢褟踏
tái      台旲邰坮抬苔骀枱炱炲菭跆鲐箈臺颱駘儓鮐嬯擡薹檯斄籉
tài      大太冭夳忕汏忲汰汱态肽钛泰舦酞鈦溙態燤
tǎi      呔奤
tāi      台囼孡苔珆胎
tán      坛昙倓谈郯埮婒弹惔弾覃榃痰锬谭嘾墰墵彈憛潭談醈壇曇橝澹燂錟檀顃罈藫壜繵譚貚醰譠罎
tàn      叹炭埮探傝湠僋嘆碳舕歎
tǎn      忐坦倓袒钽菼毯僋鉭嗿緂儃憳憻暺醓璮襢
tān      坍贪怹啴痑舑貪摊滩嘽潬瘫擹攤灘癱
táng     坣唐堂傏啺愓棠鄌塘嵣搪溏蓎隚榶漟煻瑭禟膅樘磄糃膛橖篖糖螗踼镗糛螳赯醣鎕餹鏜闛饄鶶
tàng     汤烫铴湯摥趟燙鐋
tǎng     伖帑倘偒惝淌傥耥躺镋鎲儻戃灙曭爣矘钂
tāng     汤铴湯嘡劏羰蝪趟薚镗蹚鏜闛鐋鞺鼞
táo      匋迯咷洮逃桃陶啕梼淘绹萄祹裪跳綯蜪鞀醄鞉鋾駣檮饀騊鼗
tào      套
tǎo      讨討
tāo      叨夲夵弢抭涛绦掏涭焘絛詜嫍幍慆搯滔槄瑫韬飸縚縧濤謟轁燾鞱韜饕
te       脦
tè       忑忒特犆貸铽慝鋱蟘
téng     疼痋幐腾誊漛滕邆縢螣駦謄儯藤騰籐鰧籘虅驣
tèng     霯
tēng     熥膯鼟
tí       苐厗荑桋绨偍珶啼媂媞崹惿提渧稊缇罤遆鹈嗁瑅禔綈睼碮褆徲漽磃緹蕛题趧蹄醍謕蹏鍗鳀題鮷鵜騠鯷鶗鶙禵鷤
tì       弟戻奃屉剃洟俶倜悌挮涕眣绨逖啑屜悐惕掦笹逷屟惖揥替棣綈裼褅歒殢髰薙嚏鬀嚔瓋鬄籊趯
tǐ       体挮徥躰骵醍軆體
tī       体剔梯锑踢銻擿軆鷈鷉體
tian     鴫
tián     田佃甸屇沺恬畋畑盷胋畠钿甛甜菾湉嗔塡填搷鈿阗瑱碵緂磌窴璳闐鷆鷏
tiàn     掭菾琠瑱舚
tiǎn     奵忝殄倎栝唺悿淟紾铦晪琠腆觍痶睓瑱舔銛餂覥賟銽錪
tiān     天兲呑婖添酟靔黇靝
tiáo     芀朷条岧岹苕迢祒條调笤萔铫蓚蓧蓨龆樤蜩銚調鋚鞗髫鲦鯈鎥齠鰷
tiào     啁眺粜絩覜趒跳糶
tiǎo     宨挑晀朓脁窕誂斢窱嬥
tiāo     旫条佻庣恌挑條祧聎
tiè      呫帖飻餮
tiě      帖铁蛈鉄僣銕鐵驖
tiē      呫帖怗贴萜聑貼跕
tíng     邒廷亭庭莛停婷嵉渟筳葶蜓楟榳閮霆聤蝏諪鼮
tìng     忊梃濎
tǐng     圢町甼侹侱娗挺涏梃烶珽脡铤艇颋誔鋌閮頲
tīng     厅庁汀听庍町耓厛烃桯烴渟綎鞓聴聼廰聽廳
tóng     仝同佟彤侗峂庝哃垌峒峝狪茼晍桐浵烔砼蚒偅痌眮秱铜硧童粡絧詷赨酮鉖僮勭鉵銅餇鲖潼獞曈朣橦氃燑犝膧瞳穜鮦
tòng     同恸通痛衕慟憅
tǒng     侗统捅桶筒統筩綂
tōng     囲恫炵通痌絧嗵蓪樋熥
tou      头頭
tóu      亠头投骰頭
tòu      透埱
tǒu      妵紏敨飳斢黈蘣
tōu      偷偸婾媮愉緰鋀鍮
tu       汢
tú       図图凃峹庩徒悇捈涂荼莵途啚屠梌菟揬稌趃塗嵞瘏筡腯蒤鈯圖圗廜摕潳瑹跿酴墿馟檡鍎駼鵌鶟鷋鷵
tù       吐兎迌兔唋莵堍菟鋀鵵
tǔ       土圡吐钍唋釷
tū       凸宊禿秃怢突涋捸堗湥痜葖嶀鋵鵚鼵
tuán     团団抟揣剸團塼慱摶槫漙篿檲鏄糰鷒鷻
tuàn     彖湪猯褖貒
tuǎn     畽墥疃
tuān     湍猯圕煓貒
tuí      弚弟颓僓隤墤尵橔頹頺頽魋穨蘈蹪
tuì      侻退娧煺蛻蜕褪駾
tuǐ      俀聉腿僓蹆骽
tuī      忒推蓷藬讉
tun      饨飩
tún      屯囤坉庉忳芚饨蛌豘豚軘飩鲀魨霕黗臀臋
tùn      褪
tǔn      氽
tūn      吞呑旽涒啍朜焞噋憞暾
tuó      阤驮佗陀陁坨岮沱沲狏驼侻柁砣砤袉铊鸵紽堶媠詑跎酡碢鉈馱槖駄鋖駝駞橐鮀鴕鵎鼧騨鼍驒驝鼉
tuò      杝拓柝毤唾涶萚跅搨毻嶞箨魄蘀籜
tuǒ      彵妥庹椭楕嫷撱橢鵎鰖
tuō      乇仛讬托扡汑饦佗杔侂咃咜拕拖沰侻说挩捝莌袉袥託啴涶脫脱飥馲説魠嘽鮵
uu       毜毝癷虲朑屗烪聁焑袰徚毮蒊稥艈蝊燞鍂曢鐢闧霻
wa       哇
wá       娃
wà       瓦帓袜婠聉嗢搲腽膃韎襪韈韤
wǎ       瓦佤邷咓砙搲
wā       屲凹穵呙劸咼哇徍挖洼娲畖窊唲啘媧窐嗗瓾蛙搲溛漥窪鮭鼃攨韈
wài      外顡
wǎi      歪崴
wāi      呙咼歪喎竵瀤
wan      乛杤笂琓
wán      丸刓汍纨芄完岏忨抏杬玩紈捖蚖顽烷貦頑翫
wàn      万卍卐妧忨捥脕掔腕萬絻綄蔓輐槾鋄澫瞣薍錽蟃贃鎫贎
wǎn      夘夗宛倇唍挽晚盌莞莬埦婉惋捥晥晩梚涴绾脘菀萖惌晼椀琬皖畹碗箢綩綰輓踠鋔鋺
wān      毌夗弯剜埦婠帵捥塆湾睕蜿潫豌鋺彎壪灣
wáng     亡亾兦王仼莣蚟朚
wàng     王妄忘迋旺盳徍望暀朢
wǎng     罓罒网彺忹抂往徃枉罔迬惘菵暀棢蛧辋網蝄誷輞瀇魍
wāng     尢尣尩尪尫汪瀇
wei      捤墛嶶
wéi      囗为韦圩囲围帏沩违闱隹峗峞洈為韋桅涠唯帷惟维喡圍媁嵬幃湋溈爲琟違潍維蓶鄬撝潙潿醀濰鍏闈鮠壝矀覹犩欈
wèi      卫为未位味苿為畏胃叞軎尉猚硙菋谓喂喡媦渭爲猬遗煟瞆碨蔚蜼慰熭犚磑緭蝟衛遺懀罻衞謂餧鮇螱褽餵魏藯轊鏏霨鳚蘶饖瓗讆躗讏躛
wěi      伟伪尾纬芛苇委炜玮洧娓浘荱诿偉偽唩崣捼梶痏硊萎隗骩媁嵔廆徫愇渨猥葦蒍骪骫暐椲煒瑋痿腲艉韪僞嶉撱碨磈鲔寪緯蔿諉踓韑頠薳儰濻鍡鮪韙颹瀢韡亹瓗斖
wēi      厃危委威倭烓偎逶隇隈喴媙崴嵔愄揋揻葨葳微椳楲溦煨詴蜲蝛覣薇燰鳂癐癓巍鰃鰄霺
wen      塭鎾饂
wén      文彣纹芠炆玟闻紋蚉蚊珳阌雯瘒聞馼駇魰鳼鴍螡閺閿蟁闅鼤繧闦
wèn      问免妏汶纹紋莬問渂揾搵絻顐璺
wěn      伆刎吻呅忟抆呡忞歾肳紊桽脗稳穏穩
wēn      昷温缊榅殟溫瑥辒韫榲瘟緼蕰縕豱輼轀鳁鞰韞鰛鰮
wèng     瓮蕹甕罋齆
wěng     勜奣塕嵡滃蓊暡瞈攚
wēng     翁嗡滃鹟聬螉鎓鶲
wò       仴沃肟卧枂臥偓捾涴媉媪幄握渥焥硪媼楃腛斡瞃濣瓁臒龌馧龏齷
wǒ       呙我咼婐婑捰
wō       挝倭涡莴唩涹渦猧萵喔窝窩蜗撾濄緺蝸踒薶
wu       五
wú       亡亾无毋吳吴吾呉芜郚唔娪峿梧洖浯茣莁珸祦鹀無铻蜈墲蕪鋘鋙橆璑鵐蟱鯃譕鼯鷡
wù       兀乌勿务戊阢屼扤坞岉杌沕芴忢旿物矹俉卼敄柮误務娪恶悞悟悮烏粅趶晤焐婺嵍惡渞痦隖靰骛塢奦嵨溩雺雾僫寤熃誤鹜鋈窹霚鼿霧齀蘁騖鶩
wǔ       五午仵伍妩庑忤怃迕旿武玝侮倵娒捂逜陚啎娬牾堥珷摀熓碔鹉瑦舞嫵廡憮潕儛甒膴瞴鵡躌
wū       兀乌圬弙扜扝汙汚污邬呜杅杇巫於屋洿诬钨恶烏剭窏釫惡鄔嗚誈僫歍誣箼鋘螐鴮鎢鰞
xi       橲礂
xí       习郋席習袭觋雭喺媳椺蒵蓆嶍漝覡趘槢薂褶隰檄謵鎴霫鳛飁騱騽襲鰼驨
xì       匸卌戏扢屃忾系饩呬忥怬细郄钑係咥恄欪盻郤屓欯绤細釳鈒阋傒塈摡椞舃舄趇隙愾慀滊禊綌蒵赩隟墍熂犔稧戯潟澙蕮覤戱縘黖戲磶虩餼鬩繫闟霼屭衋
xǐ       杫枲洒洗玺徙铣喜葈葸鈢鉨鉩屣漇蓰銑憘憙暿歖禧諰壐縰謑鳃蟢蹝釐璽鰓瓕鱚囍矖纚躧
xī       夕兮邜忚扱汐西吸希扸卥昔析矽穸肸肹俙咥咭徆怸恓茜诶郗饻唏奚娭屖息悕晞栖氥浠牺狶莃唽悉惜桸欷淅渓烯焁焈琋硒羛菥赥釸傒惁晰晳棲焟焬犀睎稀粞翕翖腊舾鄎厀塜嵠徯溪煕皙碏
xī       蒠蒨裼锡僖榽熄熈熙緆蜥覡誒豨餏嘻噏嬆嬉嶲憘潝獡瘜磎膝凞暿樨橀歙熹熺熻窸羲螅螇錫燨犠瞦蟋谿豀豯貕蹊巂糦繥釐雟鵗臘觹譆醯鏭鐊隵嚱巇曦爔犧酅饎觽鼷蠵鸂觿鑴
xia      圷梺
xiá      夹匣夾侠狎俠叚峡柙炠狭陜埉峽烚狹珨祫假捾硖笚翈舺陿徦硤葭遐敮暇瑕筪瘕碬舝辖磍蕸縖螛赮魻轄鍜霞鎋黠騢鶷
xià      丅下吓芐疜夏唬厦廈睱諕嚇懗罅鎼夓鏬
xiǎ      閕閜
xiā      呷疨虾猇谺傄閕煆颬瘕瞎蝦鰕
xian     咞衘鑦
xián     伭闲咁妶弦臤贤咸唌挦涎玹盷胘娴娹婱絃舷蚿衔啣湺痫蛝閑閒鹇嗛嫌溓甉銜嫺嫻憪撏澖稴羬誸賢諴輱醎癇癎瞯藖鹹礥麙贒鷳鷴鷼
xiàn     见县岘苋見现线臽限姭宪県陥哯垷娊峴晛涀莧軐陷埳現硍馅睍絤綖缐羡塪搚溓献粯羨腺僩僴槏綫誢憪撊線鋧寰憲橌橺縣錎餡壏懢豏麲瀗臔獻糮鏾霰鼸
xiǎn     彡冼狝显洗险崄毨烍猃蚬険赻铣筅尟尠搟禒蜆跣銑鲜箲險嶮獫獮藓鍌鮮燹顕幰攇櫶蘚譣玁韅顯灦
xiān     仙仚屳先奾纤佡忺氙杴欦祆秈苮姺枮籼珗莶掀掺铦搟綅跹酰锨僊僲嘕摻銛鲜暹銽韯嬐憸薟鍁繊褼韱鮮馦蹮孅廯攕醶纎鶱襳躚纖鱻
xiáng    夅羊瓨佭详降庠羏栙祥絴翔詳跭
xiàng    向姠巷相项珦象缿衖項像勨潒銗閧嶑曏橡襐闂嚮蟓鐌鱌
xiǎng    享亯响蚃饷晑飨想銄餉鲞蠁鮝鯗響饗饟鱶
xiāng    乡芗相香郷厢啍鄉鄊廂湘缃萫葙鄕薌箱緗膷襄儴勷忀骧麘欀瓖镶纕鑲驤
xiáo     姣洨郩崤淆訤殽誵
xiào     孝肖効俏咲恔俲哮效校涍笑啸傚敩殽嗃詨嘋嘨誟嘯薂歗熽斅斆
xiǎo     小晓暁筱筿皛曉篠謏皢
xiāo     灱灲肖呺枭侾削哓枵骁宯宵庨消烋绡莦虓逍鸮婋梟焇猇萧痚痟睄硝硣窙翛销嗃揱綃蛸嘐歊潇熇箫踃嘵憢撨獟獢箾銷霄骹彇膮蕭颵魈鴞穘簘藃蟂蟏鴵嚣瀟簫蟰髇嚻囂櫹髐鷍蠨驍毊虈
xié      叶劦协旪邪協胁垥奊峫恊拹挟挾脅脇脋衺偕斜梋谐絜翓颉嗋愶慀搚携瑎綊熁膎鲑勰撷擕緳縀缬蝢鞋頡諧燲鮭嚡擷鞵儶襭孈攜纈讗龤
xiè      写伳灺泄泻祄绁缷卸契枻洩炧炨卨屑栧偞偰徢械烲焎禼紲亵媟屟渫絏絬谢僁塮觟解觧冩榍榝榭褉靾噧寫屧暬樧碿緤韰嶰廨懈澥獬糏薢薤邂燮褻謝夑瀉鞢韘瀣爕繲蟹蠏齘齛纈齥齂躠躞
xiě      写血冩寫藛
xiē      些娎揳猲楔歇滊獦蝎蠍
xín      枔襑镡礥鐔
xìn      阠伩囟孞芯炘信軐脪衅訫愖焮馸舋顖釁
xǐn      伈
xīn      忄心邤妡忻芯辛昕杺欣炘盺俽莘惞訢鈊锌新歆廞鋅噷嬜薪馨鑫馫
xing     哘謃
xíng     刑行邢饧巠形陉侀郉型洐荥钘陘娙硎铏鈃蛵滎鉶銒鋞餳
xìng     兴杏姓幸性荇倖莕婞悻涬葕睲緈鋞興嬹臖
xǐng     省睲醒擤
xīng     兴狌星垶骍惺猩煋瑆腥觪箵篂興鮏曐觲騂皨鯹
xióng    雄熊熋
xiòng    诇詗夐敻
xiǒng    焸焽
xiōng    凶匂兄兇匈芎讻忷汹哅恟洶胷胸訩詾賯
xiu      鮴
xiú      苬
xiù      秀岫峀珛绣臭袖宿琇锈嗅溴綉璓褎褏銹螑嚊繍繡鏅鏥鏽齅
xiǔ      朽宿滫潃糔
xiū      休俢修咻庥烌羞脩脙鸺臹貅馐樇銝髤髹鎀鵂饈鏅鱃飍
xu       蓿
xú       邪俆冔徐禑蒣
xù       休旭伵序旴汿芧侐卹妶怴沀叙恓恤昫朐洫垿晇欰殈烅珬畜顼勖勗喐惐掝敍敘淢烼绪续蚼酗壻婿朂溆矞絮聓訹慉滀煦続蓄賉頊槒漵潊盢瞁緒聟銊嘼獝稸緖魣藇藚續鱮
xǔ       许呴姁诩浒栩珝許喣湑蛡暊詡滸稰鄦嬃糈諿醑盨
xū       吁圩戌旴姁疞盱欨砉胥须眗訏顼偦虗虚裇許谞媭揟欻湏湑虛須楈綇頊嘘稰蓲需魆噓墟嬃歔緰縃蕦蝑歘藇諝燸譃繻魖驉鑐鬚
xuán     玄伭县妶玹痃悬旋琁蜁嫙漩暶璇縣檈璿懸
xuàn     券怰泫昡炫绚眩袨铉旋琄眴衒渲絢楥楦鉉夐碹蔙敻镟颴縼繏鏇贙
xuǎn     咺选晅烜喛選癣癬
xuān     吅轩昍咺宣弲晅軒梋谖喧塇媗愃愋揎萱萲暄暅煊煖瑄蓒睻儇禤箮翧蝖鋗嬛懁蕿諠諼鞙駨鍹駽矎翾藼蘐蠉譞讂
xue      樰膤轌
xué      穴斈乴学峃茓泶袕鸴敩踅噱壆學嶨澩燢斆觷鷽
xuè      血吷坹岤怴泬狘疦桖谑滈趐謔瞲瀥
xuě      彐雪鳕鱈
xuē      削疶蒆靴薛辥辪鞾
xun      嚑
xún      廵寻巡旬杊畃询郇咰姰峋恂洵浔紃荀荨栒桪毥珣偱眴尋循揗詢鄩鲟噚潭潯蕁攳樳燅燖璕駨蟫蟳爓鱏鱘灥
xùn      卂训讯伨孙汛迅驯侚巺徇狥迿逊孫殉毥浚訊訓訙奞巽稄殾遜馴愻熏噀潠蕈濬爋顨鶽鑂
xūn      坃勋荤埙焄勛葷塤煇熏窨勲勳薫壎獯薰曛燻臐矄蘍壦爋纁醺
ya       呀
yá       牙伢邪岈芽厓拁玡琊笌蚜堐崕崖涯猚釾睚衙漄齖
yà       劜圠轧亚冴压襾覀讶亜犽迓亞玡軋垭姶娅挜砑俹氩琊埡婭掗訝铔揠氬猰聐圔椻稏碣窫潝磍錏壓瓛齾
yǎ       疋厊庌哑挜疨唖啞掗痖雅瘂蕥
yā       丫圧压厌吖呀庘押枒哑鸦桠鸭啞孲铔椏雅厭鴉錏鴨壓鵶鐚
yan      剦樮軅
yán      讠延闫严妍芫言訁阽岩昖沿炎炏郔唌埏姸娫狿研莚娮梴盐铅啱琂硏訮閆阎喦嵒嵓筵綖蜒塩揅楌詽鉛碞蔅羬颜虤閻厳檐顏顔嚴壛巌簷櫩壧巖巗礹鹽麣
yàn      厌妟觃牪匽咽姲彥彦洝研砚唁宴晏烻艳覎验偐掞焔猏硏谚隁喭堰敥棪殗焰焱猒硯雁傿椻溎滟鳫厭墕暥熖酽鳱嬊谳餍鴈燄燕諺赝鬳嚈嬮曕鴳酀騐験嚥嬿艶贋曣爓醶騴鶠齞鷃灔贗囐觾讌醼
yàn      饜驗鷰艷灎釅驠灧讞豓豔灩
yǎn      夵抁沇乵兖奄俨兗匽弇衍剡偃厣掞掩眼萒郾酓隁嵃愝扊揜晻棪渰渷琰遃隒椼硽罨裺嵼演褗戭窴蝘魇噞嬐躽縯檿黡厴甗鰋鶠黤龑儼黬黭孍顩鼴巘巚曮魘鼹礹齴黶
yān      奄咽恹殷烟珚胭崦淊淹焉菸阉阏殗渰湮腌傿歅煙硽鄢嫣漹嶖醃橪燕閹閼嬮懨篶懕臙黫黰
yang     礢
yáng     扬羊阦阳旸杨炀玚佯劷氜疡详钖飏垟徉昜洋羏烊珜眻陽婸崵崸愓揚蛘敭暘楊煬瑒禓詳瘍諹輰鍚鴹颺鰑霷鸉
yàng     炀怏柍恙样烊羕楧詇煬様漾鞅樣瀁
yǎng     卬仰佒咉坱岟养柍炴氧眏痒紻傟勜楧軮慃氱蝆飬養駚懩攁瀁癢
yāng     央姎抰泱柍殃胦眏秧鸯鉠锳雵鞅鍈鴦
yáo      爻尧侥匋尭肴垚姚峣恌荛轺倄烑珧皋陶皐窑窕铫隃傜堯揺殽谣軺嗂媱徭愮搖摇滧猺遙遥僥摿暚榣瑤瑶銚飖餆嶢嶤徺磘窯窰蕘餚繇謠謡鎐鳐颻蘨邎顤鰩鱙
yào      怮疟穾药要钥烄袎窔筄葯詏愮熎瘧覞靿獟箹鹞薬鼼曜燿艞藥矅耀纅鷂讑鑰
yǎo      仸宎岆抭杳枖狕苭咬柼眑窅窈舀偠婹崾溔蓔榚闄騕齩鷕
yāo      么幺夭吆约妖枖殀祅約要訞喓葽楆腰鴁徼撽邀鴢
ye       亪
yé       爷邪耶峫捓揶铘爺瑘釾鋣鎁
yè       业叶曳页曵邺夜抴亱咽拽枼頁射捙晔枽烨掖液焆谒喝堨揲殗腋葉墷楪業煠痷馌僷曄曅燁璍擖擛皣瞱緤鄴靥嶪嶫澲謁餣擫曗瞸鍱擪爗礏鎑饁嚥鵺鐷靨驜瓛鸈
yě       也冶埜野嘢漜壄
yē       吔耶倻掖椰暍歋窫噎潱擨蠮
yi       辷匇弬畩翳籎
yí       乁义仪匜圯夷彵迆冝宐杝沂诒侇宜怡沶狋狏迤迱饴咦姨峓恞拸柂洟珆瓵荑虵贻迻宧巸扅栘桋眙胰袘訑貤痍移萓蛇釶媐椬羠蛦詑詒貽遗暆椸煕義誃跠頉颐飴疑儀熪箷遺嶬彛彜螔頤頥寲嶷
yí       簃顊鮧鴺彝彞謻鏔籎觺讉
yì       乂义亿弋刈忆艺仡肊艾议阣亦伇屹异忔芅衣佚劮呓坄役抑杙耴苅译邑佾呭呹妷峄怈怿易枍欥泄泆炈疙秇绎衪诣驿俋奕帟帠弈昳枻浂玴疫羿轶食唈垼射悒挹栧栺欭浥浳益袘袣谊貤勚埶埸
yì       悘悥掜殹異羛翊翌萟訲訳豙豛逸釴隿幆敡晹棭殔湙焬焲蛡詍跇軼鄓鈠骮亄兿嗌意溢獈痬睪竩缢義肄裔裛詣勩嫕廙榏潩瘗膉蓺蜴駅億槸毅熠熤熼瘞篒誼镒鹝鹢黓儗劓噫圛墿嬑嶧憶懌曀殪
yì       澺燚瘱瞖穓縊艗薏螠褹鹥寱懝斁曎檍歝燡燱翳翼臆貖賹鮨癔藙藝贀鎰镱繶繹豷霬鯣鶂鶃瀷蘙譯議醳醷饐囈鐿鷁鷊懿襼驛鷧黳虉鷾鸃讛齸
yǐ       乙乚已以扡迆钇佁尾攺矣苡依叕苢迤迱庡舣蚁釔倚扆笖逘酏偯猗崺攲敧旑椅鈘鉯鳦蛾裿叆旖踦輢嬟敼螘檥礒艤蟻顗轙齮靉
yī       一弌衤伊衣医吚壱依祎咿洢悘渏猗郼铱壹揖椅蛜禕嫛漪稦銥嬄撎噫夁瑿鹥檥繄檹毉醫黟譩鷖黳
yiè      洂
yin      岃粌
yín      冘乑吟圻犾苂斦垠泿圁峾烎狺珢荶訔唫婬寅崟崯淫訡银鈝龂滛碒鄞夤蔩訚誾銀龈噖殥璌闇嚚檭蟫霪齗齦鷣
yìn      廴印饮茚洕胤荫垽梀隐堷湚猌飲廕蔭隠飮窨酳慭癊憖憗隱鮣懚
yǐn      廴尹引吲饮殷蚓硍赺隐淾鈏飲隠靷飮朄輑磤趛檃瘾隱嶾濥縯螾檼蘟櫽癮讔
yīn      囙因阥阴侌垔姻洇茵荫音骃栶欭殷氤陰凐秵裀铟陻隂喑堙婣愔湮筃絪歅溵禋蒑蔭慇瘖銦磤緸鞇諲霒駰噾濦闉霠齗韾
ying     桜愥
yíng     夃盁迎茔盈荥荧浧耺莹桯萤营萦蛍営溁溋萾僌塋嵤楹滢蓥滎潆熒蝇瑩禜蝿嬴營縈螢濙濚濴藀覮謍赢瀅爃鎣巆攍瀛瀠瀯蠅櫿灐籝灜贏籯
yìng     应応映眏暎硬媵膡鞕應瀴譍鱦
yǐng     矨郢浧梬景颍颕颖摬影潁瑩瘿穎頴覮巊廮瀴鐛癭
yīng     应応旲英柍偀珱莺啨婴媖渶绬朠楧焸焽煐瑛嫈碤锳嘤撄甇緓缨罂蝧賏樱璎噟罃褮霙鴬鹦嬰應膺韺甖鹰鶑鶧嚶孆孾攖瀴罌蘡譍櫻瓔礯譻鶯鑍纓蠳鷪鷹鸎鸚
yīnglǐ   哩
yo       哟喲
yō       育哟唷喲
yong     怺砽
yóng     喁揘颙顒鰫
yòng     用佣苚蒏傭醟
yǒng     永甬咏怺泳俑勇勈栐埇悀柡涌恿惥愑湧硧詠塎嵱彮愹蛹慂踊鲬噰澭踴鯒
yōng     佣拥痈邕庸傭嗈鄘雍墉嫞慵滽槦牅牗銿噰壅擁澭郺镛臃癕雝鏞鳙廱灉饔鱅鷛癰
you      孧
yóu      尢冘尤由甴汼沋犹邮怞油肬怣斿柚疣庮秞莜莤莸郵铀偤蚰訧逰揂游猶遊鱿楢猷鈾鲉輏駀蕕蝣蝤魷輶鮋繇櫾邎
yòu      又右幼有佑侑泑狖哊囿姷宥峟柚牰祐诱迶唀梎痏蚴亴裒貁釉酭誘褎褏鼬櫾
yǒu      友有丣卣苃酉羑栯莠梄聈铕湵楢禉蜏銪槱牖牗懮黝
yōu      优妋忧攸呦怮泑幽峳浟逌悠羪麀滺憂優鄾嚘懮瀀獶櫌纋耰獿
yu       燠礖軉
yú       丂于亐与予邘伃邪余妤扵杅欤玗玙於盂臾衧鱼俞兪捓禺竽舁茰虶娛娪娯娱桙狳谀酑馀偊渔萸釪隃隅雩魚喁堣堬婾媀媮崳嵎嵛愉揄楰渝湡畬腴萮逾骬愚楡榆歈牏瑜與艅虞觎漁睮窬舆褕歶
yú       羭蕍蝓諛雓餘魣嬩懙澞覦踰歟璵螸輿鍝謣髃鮽旟籅騟蘛轝鰅鷠鸆齵
yù       与肀玉驭吁圫聿芋芌吾妪忬汩灹谷饫欥育郁雨俞彧昱狱禺秗茟语俼叞峪栯浴砡钰预域堉尉悆惐捥欲淢淯痏粖翑菀袬谕逳阈喅喩喻奥媀寓庽御棛棜棫焴琙琟矞硢硲粥裕遇飫馭鹆愈滪煜稢
yù       罭與蒮蓣誉鈺預僪奧嫗嶎戫毓獄瘉緎蔚蜟蜮語輍銉隩慾潏熨稶穀蓹薁豫遹鋊鳿澦燏燠蕷藇諭錥閾鴥鴧鴪儥礇禦魊鹬癒礜篽醧鵒櫲饇蘌譽鐭霱雤欎驈鬻籞鱊鷸鸒欝鬰鬱灪籲爩
yǔ       与予伛宇屿羽妪穻雨俁俣挧禹语圄祤偊匬圉庾敔鄅萭铻傴寙斞楀瑀瘐與嫗語窳鋙頨龉噳嶼懙貐斔穥麌齬
yū       込吁扜扝纡迂迃於穻陓紆唹淤盓菸瘀箊
yuán     元円贠邧员园妧沅芫杬茒垣爰貟原員圆笎蚖袁厡傆喛圎媛援湲猨缘鼋園圓塬媴嫄楥源溒猿蒝榞榬辕緣縁蝝蝯褤魭圜橼羱薗螈謜轅黿鎱櫞邍騵鶢鶰厵
yuàn     夗远妴苑怨院垸衏傆媛掾缘瑗禐遠愿裫褑緣噮願
yuǎn     远盶逺遠薳鋺
yuān     夗囦肙宛鸢剈冤弲悁眢鸳寃涴渁渆渊渕惌淵葾棩蒬蜎裷鹓箢鳶蜵駌鋺鴛嬽鵷灁鼘鼝
yue      悦
yuè      月乐戉兊刖兌兑妜岄抈礿岳枂泧玥恱栎说钥哾悅悦蚎蚏軏钺阅捳跀跃粤越鈅楽粵鉞說説樂閱閲嬳樾篗髺嶽臒龠擽矆藥櫟籆瀹蘥黦爚禴趯躍籥鑰鸑籰鸙
yuě      哕噦
yuē      曰曱扚约約啘箹矱
yun      抣
yún      云勻匀伝员囩妘沄纭芸昀畇疺眃秐貟郧員涢紜耘耺鄖雲愪溳筠筼蒷熉澐蕓鋆橒篔縜
yùn      孕员芸运枟郓恽貟員晕菀鄆酝傊媪惲愠缊運媼慍暈榅煇煴腪韫韵褞熨緷緼蕓蕰蕴縕薀醖醞餫藴鞰韗韞蘊韻
yǔn      允阭夽抎狁玧陨荺殒喗鈗隕煴殞熅馻磒賱霣齫齳
yūn      晕涒缊蒀暈氲煴蒕氳煾熅奫緼蝹縕赟馧贇
za       橴
zá       杂咱沯砸偺喒韴雑襍雜囃囋囐雥
zǎ       咋
zā       帀扎匝沞咂拶桚紥紮鉔噈魳臜臢
zai      岾
zài      再在扗抂洅载傤載酨儎縡
zǎi      仔宰载崽載
zāi      災灾甾哉栽烖畠菑渽溨睵賳
zan      咱偺喒
zán      咱偺喒
zàn      堑暂塹暫賛赞錾鄼濽蹔酂瓉贊鏨鏩瓒酇囋灒讃瓚禶穳襸讚饡
zǎn      拶昝桚寁揝噆撍儧攅攒儹攢趱趲
zān      兂撍糌橵篸簪簮鵤鐕鐟
zang     欌
zàng     奘弉脏塟葬臧蔵銺藏臓臟
zǎng     驵駔
zāng     匨牂羘脏赃賍臧賘贓髒贜
zao      栆
záo      凿鑿
zào      灶皁皂唕唣造梍喿慥煰艁噪簉燥竃謲譟趮躁竈
zǎo      早枣蚤棗璅澡璪薻藻
zāo      傮遭糟蹧醩
ze       択
zé       则沢咋择泎泽责迮則啧啫帻笮舴責溭滜睪矠飵嘖嫧幘箦蔶樍歵諎赜擇澤皟瞔簀耫礋襗謮賾蠌灂齚齰鸅
zè       仄庂汄侧昃昗捑側唶崱稄
zéi      贼戝賊鲗蠈鰂鱡
zèn      谮譖
zěn      怎
zēn      撍
zèng     综锃綜缯鋥熷甑赠繒鬵贈囎
zēng     曽曾増鄫增憎缯橧璔縡矰磳竲罾繒譄
zhá      扎札轧軋闸炸紥剳啑紮蚻铡喋煠牐閘劄箚霅耫鍘譗
zhà      乍吒灹诈咋怍咤奓柞柵栅炸宱痄蚱喥溠詐搾槎煠鲊榨蜡霅鮓醡蠟
